phase,stage_id,parent_id,stage,arm,id,family,tau,x,slot,target,z_before,increment,z_after,r,u,pure,cross,residual,abs_residual,status,program_sha256
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=1/2:s=0,BOTH,1/64,1/2,0,0.9376068115234375,0.968301811326061233799801340718208287079062636544587657705163785581418547699,-0.000000819111637496044288197194053492422471678364105824531909533654228178484658945,0.968300992214423737755513143524154794656590958180481833173254251927190368298,-0.00000158629389358747680002750238696236667488618339578724593572648969145322125844,-0.0316981886739387662001986592817917129209373634554123422948362144185814523014,-0.0000000519287104607370949158186145557424897221573079091660248327334546871857128047,0.0000000519287104607370949158186145557424897221573079091660248327334546871857052481,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=1/2:s=1,BOTH,1/64,1/2,1,0.9373931884765625,0.968189858834207949792599761061074000435405638158329472280391689280241744596,0.000000818912981733403300077853410214271143433540229373851627689835557909253868999,0.968190677747189683195899838914484214706549071698558846132019379115799655772,0.00000158572715898239976051227771702464839376152321392734851009265433666589625102,-0.0318101411657920502074002389389259995645943618416705277196083107197582554038,0.0000000520994751028784911367561252692309373607148085598448450712647643153600202824,-0.0000000520994751028784911367561252692309373607148085598448450712647643153600181233,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=3/4:s=0,BOTH,1/64,3/4,0,0.972299500203727324263038548752834467120181405895691609977324263038548756398,0.986053713588473587474433018674672737974588930268219161650043553825613255754,-0.00000123009495927064091302852564001412312808141839844266269966408093302801974483,0.986052483493514316833519990149032723851460848849820718987343889744680223428,-0.00000242587789217694645255567011348736578961632645686673348281736025565726216564,-0.0139462864115264125255669813253272620254110697317808383499564461743867442456,-0.0000000343105132307265504616544622007506943894335080134202332077569082765301727706,0.0000000343105132307265504616544622007506943894335080134202332077569082765301878839,-9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=3/4:s=1,BOTH,1/64,3/4,1,0.74992272201849489795918367346938775510204081632653061224489795918367346683,0.865980203123753415389192724311026751787515129461004681241391631478360869333,0.000000583047691593841659753236593080397190643816720148689957682561116971242041246,0.865980786171445009230852477547619832184705773277724829931349314039477843747,0.00000100981623767338251588683892570919451774493734280645737644267441721265603513,-0.134019796876246584610807275688973248212484870538995318758608368521639130667,0.00000015627948545891147652713269056396746648583250912654805578682013131698464714,-0.000000156279866393142245041498440878425567270210630789109503570887930080915886739,-0.000000000000380934230768514365750314458100784378121662561447784067798761776405433785368,0.000000000000380934230768514365750314458100784378121662561447784067798761776405433785368,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=7/8:s=0,BOTH,1/64,7/8,0,0.979658267097348198538674729150919627110103300579491055681531872008062480592,0.989778396364984278069333707104852444890732073082023511410751309569851074718,-0.00000151893383909313651345964813000633317753501181403794327564253853283263247583,0.989776877431145184932820247456722438557554538070209473467475667031318241293,-0.00000300681349172421990498090082239639341431527312769500145092119709368673039043,-0.0102216036350157219306662928951475551092679269179764885892486904301489252818,-0.0000000310518793020455797240705482648514019540378849352983243884993315765821869795,0.0000000310518793020455797240705482648514019540378849352983243884993315765821950759,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=7/8:s=1,BOTH,1/64,7/8,1,-0.0000664303626543209876543209876543209876543209876543209876543209876543209873557,0.374965277777777777777777777777777777777777777777777777777777777777777778764,-0.0703326949508101851851851851851851851851851851851851851851851851851851848869,0.304632582826967592592592592592592592592592592592592592592592592592592592745,-0.140665389901620370370370370370370370370370370370370370370370370370370369774,-0.625034722222222222222222222222222222222222222222222222222222222222222225764,0.00494668797904372051746593417781207133058984910836762688614540466392318286005,0.0879207529034398710776748971193415637860082304526748971193415637860082300783,0.0928674408824835915951408312971536351165980795610425240054869684499314129383,0.0928674408824835915951408312971536351165980795610425240054869684499314129383,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=15/16:s=0,BOTH,1/64,15/16,0,0.982283879533621103865838841300532373484783928057766943875344510496043101989,0.991104057849706723195493361006262561881042325233606465247126753927533606413,-0.00000170211967360853656870695177706786308860611171349672123537193120656588922553,0.99110235573003311465892465405448549401795371912189296852589138199632704344,-0.00000337395253370709462162256283525682623761386229001655869518680675386199334381,-0.00889594215029327680450663899373743811895767476639353475287324607246639358716,-0.0000000302839162985952305602806765245612669276819464292634506435411304229314336515,0.000000030283916298595230560280676524561266927681946429263450643541130422931419078,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=15/16:s=1,BOTH,1/64,15/16,1,-3.00006165731139888164361661907831015126256170583554472165312228827382085485,-3.00003251821019771071800208116545265348595213319458896982310093652445368529,-6.00012838381500957020706321982273281777249908184813777753067507332747565109,-9.0001609020252072809250653009881854712584512150427267473537760098519293726,-12.0002567676300191404141264396454656355449981636962755550613501466549513022,-4.00003251821019771071800208116545265348595213319458896982310093652445372151,36.0015406222625187988963030241965967286286342327555661912842949005415640847,48.0014172973920728552029552293948062682997749453081152364900370769341479892,84.0029579196545916540992582535914029969284091780636814277743319774757120739,84.0029579196545916540992582535914029969284091780636814277743319774757120739,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=63/64:s=0,BOTH,1/64,63/64,0,0.983933333393227290121311015579910344806101703842605551515196440713397964333,0.991935999739106723608360300226094689769978849575255456107724892147036233478,-0.00000186211038931475986059616220541017836475054438197982332778359391784015772616,0.991934137628717408848499704063889279591614099030873476284397108553118389524,-0.00000369418519384392511925161659708430196866226036339077625238499267661776064525,-0.00806400026089327639163969977390531023002115042474454389227510785296376652167,-0.0000000300321173304926079741738020515324714330847307213517354071099525820531673801,0.0000000300321173304926079741738020515324714330847307213517354071099525820531965272,-9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,BOTH:t=1/64:x=63/64:s=1,BOTH,1/64,63/64,1,-63.0000583018991481769945788412286883745365123866342407241027499806478903745,-543.000031000062000124000248000496000992001984003968007936015872031744058814,-147456.016862185096143342637719705318921284437826563209921651776962687512033,-147999.016893185158143466637967705814922276439810567177929587792834719255516,-294912.033724370192286685275439410637842568875653126419843303553925375024065,-544.000031000062000124000248000496000992001984003968007936015872031744058814,21743276908.8610154071116805738631297913458563695685848282213109070439237722,160432155.488348714642092826998357244243801756363511934063999486962521438402,21903709064.3493641217537734008614870355896581259320967622853103940064450478,21903709064.3493641217537734008614870355896581259320967622853103940064450478,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/64:s=0,ZERO,1/256,1/64,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/64:s=1,ZERO,1/256,1/64,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/16:s=0,ZERO,1/256,1/16,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/16:s=1,ZERO,1/256,1/16,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/8:s=0,ZERO,1/256,1/8,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/8:s=1,ZERO,1/256,1/8,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/4:s=0,ZERO,1/256,1/4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/4:s=1,ZERO,1/256,1/4,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/2:s=0,ZERO,1/256,1/2,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=1/2:s=1,ZERO,1/256,1/2,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=3/4:s=0,ZERO,1/256,3/4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=3/4:s=1,ZERO,1/256,3/4,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=7/8:s=0,ZERO,1/256,7/8,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=7/8:s=1,ZERO,1/256,7/8,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=15/16:s=0,ZERO,1/256,15/16,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=15/16:s=1,ZERO,1/256,15/16,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=63/64:s=0,ZERO,1/256,63/64,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,ZERO:t=1/256:x=63/64:s=1,ZERO,1/256,63/64,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/64:s=0,UNIFORM,1/256,1/64,0,1.0039210277626592605256216429592622498854465164551630878409685813454467019,1.00195860335782723851507287165232061717302034026082776277421651852569704949,-0.00000000752531517506371572891169382082513638909273330305606644012576858456078980563,1.00195859583251206345135714274062679634788395116809445971815007839992845666,-0.0000000150801085086382391075119755350255648509606066143565957575801226394612828834,0.00195860335782723851507287165232061717302034026082776277421651852569704948882,0.0000000000294782151411761337328304017100632565041482446580995671513722034079483373673,-0.00000000002947821514117613373283040171006325650414824465809956715137220340794822562,-1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/64:s=1,UNIFORM,1/256,1/64,1,0.996078972237340739474378357040737750114553483544836912159031418654553279986,0.998037552979572863484360144233479220258891699003281250302291304560628186176,0.00000000755476932058577484515704819000116508492556308095906676497197023548290727739,0.998037560534342184070134989390527410260056783928844331261358069532598419432,0.0000000150798870291596933848914918396000782187302285149757568024477634942612743669,-0.00196244702042713651563985576652077974110830099671874969770869543937181382402,0.0000000000296516690863957926866545979858206155043269259796438118706536699188757137366,-0.000000000029651669086395792686654597985820615504326925979643811870653669918875902442,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/16:s=0,UNIFORM,1/256,1/16,0,1.00391975055795383606861364855668655415891030464949645157689690309618369955,1.00195796637596445909262472329799372972543653734256302497377462778861372136,-0.00000000789768886669503127742937096231958160034310868244603017665976695705305986443,1.00195795847827559239759344586862276740585493699945434252774445112884676042,-0.0000000158263044895142085726580645534520831143154403709157350800286712290828979105,0.0019579663759644590926247232979937297254365373425630249737746277886137213645,0.0000000000309268184976354529179701478473886912244565093198919559406141530647637337425,-0.0000000000309268184976354529179701478473886912244565093198919559406141530647636894652,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/16:s=1,UNIFORM,1/256,1/16,1,0.996080249442046163931386351443313445841089695350503548423103096903816309502,0.998038192463566977258012775527781654708398180795018473693869643091814387461,0.00000000792860546853493739622119999998998089773491451033238438319665073053946361287,0.998038200392172445792950171748981654698379078529932984026254026288465116403,0.000000015826102204009507633037884415145056445482995461942787579824410834396314416,-0.00196180753643302274198722447221834529160181920498152630613035690818561253877,0.000000000031108795923151835086629738555241082747075660743775443880343744901825530469,-0.0000000000311087959231518350866297385552410827470756607437754438803437449018256169151,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/8:s=0,UNIFORM,1/256,1/8,0,1.00391828937295042438271604938271604938271604938271604938271604938271604735,1.0019572377507167285805399496166600254117191475544936809500516682420719738,-0.00000000843753370782874673864343099132021652453167077081492128965286598590498295368,1.00195722931318302075179321097322903409150262302282291013513037858920599393,-0.0000000169080958634573330369600078143130701298565550050147338181624161264293463594,0.00195723775071672858053994961666002541171914755449368095005166824207197379703,0.0000000000330285189918146304194647650999951243908394907170952313217794451514538853968,-0.0000000000330285189918146304194647650999951243908394907170952313217794451514539402162,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/8:s=1,UNIFORM,1/256,1/8,1,0.996081710627049575617283950617283950617283950617283950617283950617283943592,0.99803892394992995155600043917012583474265883347288649432973371938576928168,0.00000000847056915149926216603003062056785010830069874610186303250695215664259556452,0.998038932420499103055262605200156455310508941773585240431596751892721437411,0.0000000169079155141621313327603398056723568239066231723986030729745656592098464981,-0.00196107605007004844399956082987416525734116652711350567026628061423071831956,0.0000000000332228605869347496306516403834411314586066406758984812277567201824711837378,-0.0000000000332228605869347496306516403834411314586066406758984812277567201824713719161,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/4:s=0,UNIFORM,1/256,1/4,0,1.00391599616225884885204081632653061224489795918367346938775510204081631445,1.00195609464071838063415152557665846980078302397153020758102722716520390128,-0.00000000969374883663002055257927365377442449277478811246503944805560054567717220956,1.00195608494696954400413097299738481602635853119674209511598777910960334754,-0.0000000194254213595868786380977785003884795930556486436843163499644349087426361614,0.00195609464071838063415152557665846980078302397153020758102722716520390128263,0.0000000000379237802956040406051080856793780621809546041208203753602161539553172243232,-0.0000000000379237802956040406051080856793780621809546041208203753602161539553172770342,-1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/4:s=1,UNIFORM,1/256,1/4,1,0.996084003837741151147959183673469387755102040816326530612244897959183667437,0.998040071546461388545397290058715948349960842757217538243329835064782979904,0.00000000973171110203946693101823447426300850671261332879005900733517316114341853135,0.998040081278172490584864221076950422612969349469830867033388842399956143087,0.0000000194252753838041253383156888046637402948415571133699461712150084558172356582,-0.00195992845353861145460270994128405165003915724278246175667016493521702009617,0.0000000000381469149810094972789960893678755524765739280767845151194526180853180983889,-0.0000000000381469149810094972789960893678755524765739280767845151194526180853182217326,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/2:s=0,UNIFORM,1/256,1/2,0,1.00391300519307454427083333333333333333333333333333333333333333333333333937,1.00195460558756894729244478572409816820412757127690325526188522746762245669,-0.0000000132067193128781803869538919791296469451040799304507410892538077632539816873,1.00195459238084963441426439877020618907448062617282332481114413821381468528,-0.0000000264650663060637386040180152635676690058932544881456324227680418183027280447,0.00195460558756894729244478572409816820412757127690325526188522746762245669249,0.0000000000516278547248128392597484016867720163824006003185272836495829582013705915755,-0.0000000000516278547248128392597484016867720163824006003185272836495829582013704856264,-1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=1/2:s=1,UNIFORM,1/256,1/2,1,0.996086994806925455729166666666666666666666666666666666666666666666666669685,0.998041566439975697726742580228843296615596411061729019367716242685377245374,0.0000000132584482174563395373183864581406905509358419213472011847394184333168481157,0.998041579698423915183082117547229754756286961997570940714917427424795675173,0.0000000264649650308133064423755819063413197066444848806480846362037150469350056782,-0.00195843356002430227325741977115670338440358893827098063228375731462275462649,0.0000000000519315798858217672323783489594389630519255293457948907104771257743512703352,-0.0000000000519315798858217672323783489594389630519255293457948907104771257743512619015,-9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=3/4:s=0,UNIFORM,1/256,3/4,0,1.00391119431476203762755102040816326530612244897959183673469387755102039977,1.00195370773440867439610004866990930373391508467341135110151446445393306288,-0.0000000190268107533997474694428129117208609056706683899237415187220407823515408129,1.00195368870759792099635257922709639201305417900274296117777294573189228608,-0.0000000381279667994400619408354657263407502319111751099146626949978623713819067226,0.0019537077344086743961000486699093037339150846734113511015144644539330628769,0.0000000000743456546600944476381058122169297144912030015291160916227665899775097694464,-0.0000000000743456546600944476381058122169297144912030015291160916227665899775097367656,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=3/4:s=1,UNIFORM,1/256,3/4,1,0.996088805685237962372448979591836734693877551020408163265306122448979591179,0.998042467812540292801527381208400732307277269052514455559395304266343142083,0.0000000191013375185771739486774251546644162239324453568122458262322571680364703583,0.998042486913877811378701329885825886971693492984959812371641130498600314187,0.0000000381278924359831497943472814693121697051132848444913003567084839845667315115,-0.00195753218745970719847261879159926769272273094748554444060469573365685791715,0.0000000000747829660322931016115579649184076826402295111138555732181179022521585407771,-0.0000000000747829660322931016115579649184076826402295111138555732181179022521589951458,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=7/8:s=0,UNIFORM,1/256,7/8,0,1.00391054318274980709876543209876543209876543209876543209876543209876542393,1.00195338726970010727270025824368381340965787563905178416787736589750832221,-0.0000000234933465887626572681510193065990434235950455260257789372525967507620537606,1.00195336377635351851004299009266450681061445204400625814209842864491156668,-0.0000000470784758338862634285302079310358637658644573865523768194366385872233590814,0.00195338726970010727270025824368381340965787563905178416787736589750832220646,0.0000000000917832082982828319541541194777240181594675016567904387266268757684868771726,-0.0000000000917832082982828319541541194777240181594675016567904387266268757684868518714,-1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,1.81113581576534247350182385817755835613650623962782763791652297798710026372e-71,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=7/8:s=1,UNIFORM,1/256,7/8,1,0.996089456817250192901234567901234567901234567901234567901234567901234567011,0.998042789533013521551694384369756066560302309815458717810883024819045510758,0.0000000235853667827846190275912979448038746279452901787094301120758525459367186873,0.998042813118380304336313411961054011364176937760748896520313136894898058009,0.0000000470784110683688018116402372901001382723165512469870006957008934034658543326,-0.00195721046698647844830561563024393343969769018454128218911697518095448924213,0.0000000000923230534699625220224492238771180413166913856866362093654120240414251477869,-0.0000000000923230534699625220224492238771180413166913856866362093654120240414254334804,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=15/16:s=0,UNIFORM,1/256,15/16,0,1.00391026197769664290549420478235978237778553914067310219674574855344598159,1.00195324978802023480953608849568854433142159266901319859413417766275360174,-0.0000000263400906842576270786053512919350922311363879105640107454160838138373293632,1.00195322344792955055190900989033725239632936153262528803012343224666978673,-0.000000052783078227805796845788929929023094323953503318063835481556717141181046803,0.00195324978802023480953608849568854433142159266901319859413417766275360174171,0.000000000102897553090919943493656427457180127805229770384481604623020489792183773409,-0.000000000102897553090919943493656427457180127805229770384481604623020489792184065428,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=15/16:s=1,UNIFORM,1/256,15/16,1,0.996089738022303357094505795217640217622214460859326897803254251446554009356,0.998042927553362194772745765153058529675904669417207635362986701997343140866,0.0000000264432598148920278335586735380439292648813345381332927616638523979970366842,0.99804295399662200966477359871173206771983393429854217349627946366119554111,0.0000000527830175786640255100535037210863555004373609928355136783052209797826518384,-0.00195707244663780522725423484694147032409533058279236463701329800265685913387,0.000000000103502750366019794947405480020321844573158457125036670868467316283189568913,-0.000000000103502750366019794947405480020321844573158457125036670868467316283189999034,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=63/64:s=0,UNIFORM,1/256,63/64,0,1.00391006722298670189056354444069834885231900641316075531559347142362923558,1.001953155089086425359866291656957945423091355750332645809461880994832239,-0.0000000288286876041565498411244099887865346834935060479526941038737758135602780967,1.0019531262603988212033164505325479566365566722568265978567677771210564302,-0.0000000577699881730313529293503790613186045484184929806417532715088934904595210841,0.00195315508908642535986629165695794542309135575033264580946188099483223900479,0.000000000112613795811482225151072828232938365275861757969132922580719123206307224274,-0.000000000112613795811482225151072828232938365275861757969132922580719123206307118852,0.0,0.0,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,UNIFORM:t=1/256:x=63/64:s=1,UNIFORM,1/256,63/64,1,0.996089932777013298109436455559301651147680993586839244684406528576370755361,0.998043022623315041246626529041509133122586410518284471409270077618901200635,0.0000000289416028225972570263730583953598409492052685689146324799597133608209401068,0.998043051564917863843883555414567528482427359723553040323902557578614557588,0.0000000577699303588732392382151008426399315615118156436365830373322445234718405999,-0.00195697737668495875337347095849086687741358948171552859072992238109879936464,0.000000000113276123937648755500530912312136852285038707786475041981610853423369569641,-0.000000000113276123937648755500530912312136852285038707786475041981610853423369497954,-9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,9.05567907882671236750911929088779178068253119813913818958261488993550131859e-72,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
B,P03_s0_W2,P03,W2,INITIAL,LEFT:t=1/256:x=1/64:s=0,LEFT,1/256,1/64,0,-14.9999852222373407394743783570407377501145534835448369121590314186545533524,-38.9999926035502958579881656804733727810650887573964497041420118343195269471,-767.999704149607562565388601944179834580039595288041806782818775539165184519,-806.999696753157858423376767624653207361104684045438256486960787373484713784,-1535.99940829921512513077720388835966916007919057608361356563755107833036904,-39.9999926035502958579881656804733727810650887573964497041420118343195269471,589823.545573884743555142276652964539919057428469552073549396847369762995639,61439.964971026235928196138963395304751908573243759390577510017090192748664,651263.510544910979483338415616359844670966001713311464126906864459955749644,651263.510544910979483338415616359844670966001713311464126906864459955749644,APPLIED,793246769f216cdb2129a1e66acb1d430cf296f29561cb7b5ec73c03f8f55e88
