phase,stage_id,parent_id,stage,arm,id,family,tau,x,slot,target,z_before,increment,z_after,r,u,pure,cross,residual,abs_residual,status,program_sha256
A,P03_s0_W1,P03,W1,NUMERIC,RIGHT:t=1/128:x=63/64:s=1,RIGHT,1/128,63/64,1,-31.0000155000310000620001240002480004960009920019840039680079360158720317252,-15.0,-128.000007750015500031000062000124000248000496000992001984003968007936014703,-143.000007750015500031000062000124000248000496000992001984003968007936014703,-256.000015500031000062000124000248000496000992001984003968007936015872029407,-16.0,16384.0019840040280706762665927836660682931385082808605694091541943391404835,4096.00024800049600099200198400396800793601587203174406348812697625395247051,20480.0022320045240716682685767876340762291543803126046328972811705930928056,20480.0022320045240716682685767876340762291543803126046328972811705930928056,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/64:s=0,BOTH,1/128,1/64,0,-30.9999408284023668639053254437869822485207100591715976331360946745562129688,-15.0,-127.999970414201183431952662721893491124260355029585798816568047337278106629,-142.999970414201183431952662721893491124260355029585798816568047337278107788,-255.999940828402366863905325443786982248520710059171597633136094674556213259,-16.0,16383.992426036378278071496096075067399600854311823815692727845663667238528,4095.99905325443786982248520710059171597633136094674556213017751479289941214,20479.9914792908161478939813031756591155771856727705612548580231784601381256,20479.9914792908161478939813031756591155771856727705612548580231784601381256,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/64:s=1,BOTH,1/128,1/64,1,0.991878344149406420468691530962593233655504717775780046842317904588966858853,0.99596059949530109740718915231045455660503252495364700851600673504245965357,-0.0000297057453799344117969120418493387135901838931681102582490491539542418749423,0.995930893749921162995392240268605217891442341060478898257757685888505415716,-0.0000591715976331360946745562130177514792899408284023668639053254437869858729357,-0.00403940050469890259281084768954544339496747504635299148399326495754034643038,-0.000000239010695424151424616392401853270785825141347167283738964665512133517489019,0.00000023998680576032831393361013538458028554917409371236603036843810284953889234,0.000000000976110336176889317217733531309499724032746545082291403772590726740041426014,0.000000000976110336176889317217733531309499724032746545082291403772590726740041426014,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/16:s=0,BOTH,1/128,1/16,0,-0.999945934256055363321799307958477508650519031141868512110726643598615920558,0.0,-0.499972967128027681660899653979238754325259515570934256055363321799307960279,-0.499972967128027681660899653979238754325259515570934256055363321799307960279,-0.999945934256055363321799307958477508650519031141868512110726643598615920558,-1.0,0.249972967858803848732654063050011374384885238443026304761676704062451361953,0.999945934256055363321799307958477508650519031141868512110726643598615920558,1.24991890211485921205445337100848888303540426958489481687240334766106727346,1.24991890211485921205445337100848888303540426958489481687240334766106727346,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/16:s=1,BOTH,1/128,1/16,1,0.991057045367166474432910419069588619761630142252979623221837754709727030543,0.995545634871205244194819367566306993497445333698524728373098038881991426481,-0.0000271536516525243659666822443872096643846189790619414381818060323500047008776,0.995518481219552719828852685321919783833060714719462786934916232849641421278,-0.0000540657439446366782006920415224913494809688581314878892733564013840884971909,-0.00445436512879475580518063243369300650255466630147527162690196111800857351913,-0.000000240822039613987093441748069163784626802493682981772379025774347861089107669,0.000000241904558080889262429991624385546425112483530051611909210773428606830190202,0.00000000108251846690216898824355522176179830998984706983953018499908074333361668821,0.00000000108251846690216898824355522176179830998984706983953018499908074333361668821,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/8:s=0,BOTH,1/128,1/8,0,0.500048225308641975308641975308641975308641975308641975308641975308641979222,0.75,-0.0312258873456790123456790123456790123456790123456790123456790123456790103892,0.718774112654320987654320987654320987654320987654320987654320987654320994139,-0.0624517746913580246913580246913580246913580246913580246913580246913580207784,-0.25,0.000975056040525036675049535131839658588629782045419905502210028959000152249559,0.0156129436728395061728395061728395061728395061728395061728395061728395051946,0.0165879997133645428478890413046791647614692882182594116750495351318396681978,0.0165879997133645428478890413046791647614692882182594116750495351318396681978,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/8:s=1,BOTH,1/128,1/8,1,0.989747693058704963466868228772990677752582514487276392038296800201562105368,0.994884876941722809890552780608092407585314029008057576374305281438996442067,-0.0000242362842321604093285298254996037602441383840983908009272244318713883324402,0.994860640657490649481224250782592803825069890623959185573378057007125052251,-0.0000482253086419753086419753086419753086419753086419753086419753086419792215897,-0.0051151230582771901094472193919075924146859709919424236256947185610035579331,-0.000000246672424872127947802358905266063650638664737506439534380971343844755121565,0.000000247943152645767186379975338234811423263559842724266153057251193034602500552,0.00000000127072777363923857761643296874777262489510521782661867627984918122355583525,0.00000000127072777363923857761643296874777262489510521782661867627984918122355583525,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/4:s=0,BOTH,1/128,1/4,0,0.875039062500000000000000000000000000000000000000000000000000000000000003984,0.935414346693485346395937183079137325439004951944681736575936366830008792015,0.0000207924978100047824296829153816722632442291629086113067293483912970343712444,0.935435139191295351178366865994518997702249181107590347882665715221305822521,0.0000390624999999999999999999999999999999999999999999999999999999999999949288197,-0.0645856533065146536040628169208626745609950480553182634240636331699912079849,0.00000252292794797474391303924818036153379382564269203686332059164828523302877882,-0.00000268579410986686814028169657115232010784859071553603583012834963613281858157,-0.000000162866161892124227242448390790786314022948023499172509536701350908705195906,0.000000162866161892124227242448390790786314022948023499172509536701350908705195906,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/4:s=1,BOTH,1/128,1/4,1,0.986072048611111111111111111111111111111111111111111111111111111111111103102,0.993031273984415412837676767748047309240362733089680320958359385785747747626,-0.0000196675486685805489684331894210273221269105918644975222670868192573198189015,0.99301160643574683228870833455862628191823582249781582343609229896649042828,-0.0000390624999999999999999999999999999999999999999999999999999999999999949288197,-0.00696872601558458716232323225195269075963726691031967904164061421425225237404,-0.000000272210524690466952341972871120250469779839434807289501407707746233162587154,0.000000274115516139026562370642697288257418441978133708862558044796746414038302431,0.00000000190499144855961002866982616800694866213869890157305663708900018404379007691,0.00000000190499144855961002866982616800694866213869890157305663708900018404379007691,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/2:s=0,BOTH,1/128,1/2,0,0.968777126736111111111111111111111111111111111111111111111111111111111107086,0.984250984251476377460629306101500982960135765252606724324855318789220104031,0.0000137768857714365880236302096644982258375622304308607496070234041050256727949,0.984264761137247814048652936311165481185973327483037585074462342193325131741,0.0000271267361111111111111111111111111111111111111111111111111111111111070863649,-0.0157490157485236225393706938984990170398642347473932756751446812107798959694,0.000000427225234343624148060410488589028085928654656621520084849802068617957650288,-0.000000433944781959931682559599951057888128491929070034277899525284558146652072819,-0.00000000671954761630753449918946246886004256327441341275781467548248952412670980207,0.00000000671954761630753449918946246886004256327441341275781467548248952412670980207,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=1/2:s=1,BOTH,1/128,1/2,1,0.968722873263888888888888888888888888888888888888888888888888888888888892914,0.984250984251476377460629306101500982960135765252606724324855318789220104031,-0.0000137770697363896407924021214944405514493425026893028893092053044357598464716,0.984237207181739987819836903980006542408686422749917421435546113484784344239,-0.0000271267361111111111111111111111111111111111111111111111111111111111070863649,-0.0157490157485236225393706938984990170398642347473932756751446812107798959694,-0.000000427213554017649130366697897296478179793507182651045352181314914474687148158,0.000000433950576493817291488119380520088421882832755432437048057198213873799652711,0.00000000673702247616816112142148322361024208932557278139169587588329939177791455159,0.00000000673702247616816112142148322361024208932557278139169587588329939177791455159,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=3/4:s=0,BOTH,1/128,3/4,0,0.986131040958049886621315192743764172335600907029478458049886621315192735489,0.993031273984415412837676767748047309240362733089680320958359385785747747626,0.0000100343166414570623876214182372421197042696487542667259367810555421430380231,0.993041308301056869900064389166284551360067002738434587684296166841289889392,0.0000199298469387755102040816326530612244897959183673469387755102040816374581154,-0.00696872601558458716232323225195269075963726691031967904164061421425225237404,0.000000138887031649075593301529199907893055910343539648688948650418212055155046007,-0.000000139852806855870381714755123303851354387202648922868905669056723310398935075,-0.000000000965775206794788413225923395958298476859109274179957018638511261822442965388,0.000000000965775206794788413225923395958298476859109274179957018638511261822442965388,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=3/4:s=1,BOTH,1/128,3/4,1,0.874980070153061224489795918367346938775510204081632653061224489795918371598,0.935414346693485346395937183079137325439004951944681736575936366830008792015,-0.0000106085642121522223354971712888225260290911814090670664774169356707859013259,0.935403738129273194173601685907848502912975860763272669509458949894338005723,-0.0000199298469387755102040816326530612244897959183673469387755102040816374581154,-0.0645856533065146536040628169208626745609950480553182634240636331699912079849,-0.0000012871689438942911100109246567150644710425669342033161995694676958310335262,0.00000137032210057192439932713176232748628613283817179921631214743699334126090536,0.0000000831531566776332893162071056124218150902712375959001125779692975048758218613,0.0000000831531566776332893162071056124218150902712375959001125779692975048758218613,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=7/8:s=0,BOTH,1/128,7/8,0,0.989813279478458049886621315192743764172335600907029478458049886621315197472,0.994884876941722809890552780608092407585314029008057576374305281438996442067,0.00000872491998974110265540081672046024694576117892920342018139597701570961350223,0.994893601861712550993208181424812867832259790186986779794486677416012155001,0.0000173611111111111111111111111111111111111111111111111111111111111111128819995,-0.0051151230582771901094472193919075924146859709919424236256947185610035579331,0.0000000888049925999215835733878941717511606206572067311587957631618931159195505537,-0.0000000892580788422965983397206287558866094574366816234789868678973471150713791253,-0.000000000453086242375014766332734584135448836779474892320191104735453994771166616688,0.000000000453086242375014766332734584135448836779474892320191104735453994771166616688,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=7/8:s=1,BOTH,1/128,7/8,1,0.499982638888888888888888888888888888888888888888888888888888888888888887118,0.75,-0.031258680555555555555555555555555555555555555555555555555555555555555556441,0.718741319444444444444444444444444444444444444444444444444444444444444443559,-0.062517361111111111111111111111111111111111111111111111111111111111111112882,-0.25,0.000977105110074266975308641975308641975308641975308641975308641975308641767319,0.0156293402777777777777777777777777777777777777777777777777777777777777782205,0.0166064453878520447530864197530864197530864197530864197530864197530864177239,0.0166064453878520447530864197530864197530864197530864197530864197530864177239,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=15/16:s=0,BOTH,1/128,15/16,0,0.991127370216209966470112151693837437854087177708405596022661579373337952627,0.995545634871205244194819367566306993497445333698524728373098038881991426481,0.00000816573150027286451691582948758171268528047595096103566649377902271386785704,0.995553800602705517059336283395794575210130614174475689408764532661014140902,0.0000162591050988553590010405827263267429760665972944849115504682622268335874568,-0.00445436512879475580518063243369300650255466630147527162690196111800857351913,0.0000000724245808613045813178383470351177359035474699425102569049436813425826273631,-0.0000000727462992918326654044133021865067978536975489094230585846021353685755638687,-0.000000000321718430528084086574955151389061950150078966912801679658454028523366277815,0.000000000321718430528084086574955151389061950150078966912801679658454028523366277815,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=15/16:s=1,BOTH,1/128,15/16,1,-1.00001625910509885535900104058272632674297606659729448491155046826222684264,0.0,-0.500008129552549427679500520291363163371488033298647242455775234131113421322,-0.500008129552549427679500520291363163371488033298647242455775234131113421322,-1.00001625910509885535900104058272632674297606659729448491155046826222684264,-1.0,0.250008129618639052333406603639765636081908261966972055860126624083263942297,1.00001625910509885535900104058272632674297606659729448491155046826222684264,1.25002438872373790769240764422249196282488432856426654077167709234549078494,1.25002438872373790769240764422249196282488432856426654077167709234549078494,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=63/64:s=0,BOTH,1/128,63/64,0,0.991953015778039618563490087423611481135786660588186381714159245904785588072,0.99596059949530109740718915231045455660503252495364700851600673504245965357,0.00000778129088541586557049272141542898136508907308110505217607429629780403781602,0.995968380786186513272759645031869985586397614026728113568182809338757460853,0.0000155000310000620001240002480004960009920019840039680079360158720317433459509,-0.00403940050469890259281084768954544339496747504635299148399326495754034643038,0.0000000626113192575744730103661239823519030749289630999076659789617420203563117156,-0.0000000628635006595156360205542231901536290725280460119631030356912781201549780369,-0.000000000252181401941163010188099207801725997599082912055437056729536092098314070377,0.000000000252181401941163010188099207801725997599082912055437056729536092098314070377,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,BOTH:t=1/128:x=63/64:s=1,BOTH,1/128,63/64,1,-31.0000155000310000620001240002480004960009920019840039680079360158720317252,-15.0,-128.000007750015500031000062000124000248000496000992001984003968007936014703,-143.000007750015500031000062000124000248000496000992001984003968007936014703,-256.000015500031000062000124000248000496000992001984003968007936015872029407,-16.0,16384.0019840040280706762665927836660682931385082808605694091541943391404835,4096.00024800049600099200198400396800793601587203174406348812697625395247051,20480.0022320045240716682685767876340762291543803126046328972811705930928056,20480.0022320045240716682685767876340762291543803126046328972811705930928056,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/64:s=0,ZERO,1/512,1/64,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/64:s=1,ZERO,1/512,1/64,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/16:s=0,ZERO,1/512,1/16,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/16:s=1,ZERO,1/512,1/16,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/8:s=0,ZERO,1/512,1/8,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/8:s=1,ZERO,1/512,1/8,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/4:s=0,ZERO,1/512,1/4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/4:s=1,ZERO,1/512,1/4,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/2:s=0,ZERO,1/512,1/2,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=1/2:s=1,ZERO,1/512,1/2,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=3/4:s=0,ZERO,1/512,3/4,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=3/4:s=1,ZERO,1/512,3/4,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=7/8:s=0,ZERO,1/512,7/8,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=7/8:s=1,ZERO,1/512,7/8,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=15/16:s=0,ZERO,1/512,15/16,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=15/16:s=1,ZERO,1/512,15/16,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=63/64:s=0,ZERO,1/512,63/64,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,ZERO:t=1/512:x=63/64:s=1,ZERO,1/512,63/64,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/64:s=0,UNIFORM,1/512,1/64,0,1.00195682322485207100591715976331360946745562130177514792899408284023668945,1.00097608612793542601358037177459787121396447838692938568544744151709459713,0.00000184730582344223587401153363714536037088610764435591776204971492177823481866,1.00097793343375886824945438330823501657433536449457374160320949123201638091,0.00000369822485207100591715976331360946745562130177514792899408284023667133560004,0.000976086127935426013580371774597871213964478386929385685447441517094597132726,-0.00000000360979264772884553955644174526433311741313685580890961870406123926258248772,0.00000000360625917663259148954150923923953912519870346701519644727602941190682513775,-0.00000000000353347109625405001493250602479399221443338879371317142803181912838854669676,0.00000000000353347109625405001493250602479399221443338879371317142803181912838854669676,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/64:s=1,UNIFORM,1/512,1/64,1,0.998043176775147928994082840236686390532544378698224852071005917159763310553,0.999022960196611297082373360998423261615987386593819750375162820357219737165,-0.00000185092079208822361871809955433478014880206042857474461515186154454585753532,0.999021109275819208858754642898868926835838584533391175630547668495675188985,-0.00000369822485207100591715976331360946745562130177514792899408284023668944695819,-0.000977039803388702917626639001576738384012613406180249624837179642780262835386,-0.00000000361330619766273577931132565498225390960069795573499776727337847141663889305,0.00000000361684657357988055046556260039490541792525628383379572995518614717820333565,0.0000000000035403759171447711542369454126515083245583280987979626818076705552943208487,0.0000000000035403759171447711542369454126515083245583280987979626818076705552943208487,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/16:s=0,UNIFORM,1/512,1/16,0,1.00195650410899653979238754325259515570934256055363321799307958477508649761,1.00097608612793542601358037177459787121396447838692938568544744151709459713,0.00000168790392026695422865969565089919068678579497413753791622396674371872125708,1.00097777403185569296780903147024877040465126418190352322336366548383831108,0.00000337910899653979238754325259515570934256055363321799307958477508647949599708,0.000976086127935426013580371774597871213964478386929385685447441517094597132726,-0.00000000329830698623987767128319153949745030492274177157987434883834383237999106187,0.00000000329507920372079478916142682441920097308544354003260114044799273584301483051,-0.00000000000322778251908288212176471507824933183729823154727320839035112137188655455098,0.00000000000322778251908288212176471507824933183729823154727320839035112137188655455098,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/16:s=1,UNIFORM,1/512,1/16,1,0.998043495891003460207612456747404844290657439446366782006920415224913493337,0.999022960196611297082373360998423261615987386593819750375162820357219737165,-0.00000169120668756431312527271637083611319741733599758911490231872804542862094356,0.999021268989923732769248088282052425502789969257822161260260501629174305739,-0.00000337910899653979238754325259515570934256055363321799307958477508650666303431,-0.000977039803388702917626639001576738384012613406180249624837179642780262835386,-0.00000000330151840877380074594878189396367240079723491467752934065371318565875901112,0.00000000330475249901499203902540266257337273927446912929891875802503689229060189121,0.00000000000323409024119129307662076860970033847723421462138941737132370426665050633134,0.00000000000323409024119129307662076860970033847723421462138941737132370426665050633134,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/8:s=0,UNIFORM,1/512,1/8,0,1.00195613908179012345679012345679012345679012345679012345679012345679013106,1.00097608612793542601358037177459787121396447838692938568544744151709459713,0.00000150556875776540893119559946602851925677197632108088270367411129193585760102,1.00097759169669319142251156737406389973322125036325046656815111562838653995,0.00000301408179012345679012345679012345679012345679012345679012345679011294773045,0.000976086127935426013580371774597871213964478386929385685447441517094597132726,-0.00000000294200785535456845566199850116244574665877808661626827262479627244891167344,0.00000000293912955821557471893914207957071848537018867832742397061152174381953629373,-0.00000000000287829713899373672285642159172726128858940828884430201327452327963721145926,0.00000000000287829713899373672285642159172726128858940828884430201327452327963721145926,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/8:s=1,UNIFORM,1/512,1/8,1,0.998043860918209876543209876543209876543209876543209876543209876543209877997,0.999022960196611297082373360998423261615987386593819750375162820357219737165,-0.00000150851446958937931322751093010391630936200312699356653306984574009838100743,0.999021451682141707703060133487493157699678024590692756808629750511479640429,-0.00000301408179012345679012345679012345679012345679012345679012345679012200340953,-0.000977039803388702917626639001576738384012613406180249624837179642780262835386,-0.00000000294487343939687580516025674974713325725656750427513064222962634351263595966,0.0000000029477573615532412613989522113752381482197815656410826687816809521758348602,0.00000000000288392215636545623869546162810489096321406136595202655205461932676442891148,0.00000000000288392215636545623869546162810489096321406136595202655205461932676442891148,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/4:s=0,UNIFORM,1/512,1/4,0,1.00195556640624999999999999999999999999999999999999999999999999999999999855,1.00097608612793542601358037177459787121396447838692938568544744151709459713,0.00000121951086855620987659820016688046556867912706317906284781019094531380459291,1.00097730563880398222345696997476475167953315751399256474829525170803991231,0.00000244140624999999999999999999999999999999999999999999999999999999998043973319,0.000976086127935426013580371774597871213964478386929385685447441517094597132726,-0.00000000238302568082172008219655598169653697385242028059649440972153459965036070893,0.00000000238069528332839834107871458848788496438797068868886951922177779897765302534,-0.0000000000023303974933217411178413932086520094644495919076248904997568000602216361451,0.0000000000023303974933217411178413932086520094644495919076248904997568000602216361451,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/4:s=1,UNIFORM,1/512,1/4,1,0.998044433593750000000000000000000000000000000000000000000000000000000001449,0.999022960196611297082373360998423261615987386593819750375162820357219737165,-0.00000122189654560021516371361003652842733765195170258037003011759575323246780759,0.999021738300065696867209647388386733188649734642117170005132702761466503048,-0.00000244140624999999999999999999999999999999999999999999999999999999999855109135,-0.000977039803388702917626639001576738384012613406180249624837179642780262835386,-0.00000000238534816926217768852511625966570072988878829312284164388622756308783410784,0.00000000238768312134913898525014695967330927678592871605725282230352342971381054507,0.00000000000233495208696129672503070000760854689714042293441117841729586541551327417825,0.00000000000233495208696129672503070000760854689714042293441117841729586541551327417825,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/2:s=0,UNIFORM,1/512,1/2,0,1.00195482042100694444444444444444444444444444444444444444444444444444444646,1.00097608612793542601358037177459787121396447838692938568544744151709459713,0.00000084688270570303356937274730591535622329044643889974308536146653270224178767,1.00097693301064112904714974452190378657018776883336828542853280298362729697,0.00000169542100694444444444444444444444444444444444444444444444444444442834545942,0.000976086127935426013580371774597871213964478386929385685447441517094597132726,-0.00000000165487832806008680798246596274890275929396449444740801509189017957273537375,0.00000000165326092205030192449195721953845694045684046615437593024899151727389852332,-0.00000000000161740600978488349050874321044581883712402829303208484289868011555720693858,0.00000000000161740600978488349050874321044581883712402829303208484289868011555720693858,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
A,P03_s0_W1,P03,W1,NUMERIC,UNIFORM:t=1/512:x=1/2:s=1,UNIFORM,1/512,1/2,1,0.998045179578993055555555555555555555555555555555555555555555555555555553543,0.999022960196611297082373360998423261615987386593819750375162820357219737165,-0.000000848539109682718697406617639746086627749275144766148389726760830983022404426,0.999022111657501614363675954380783515529359637318674984226773093596388757529,-0.00000169542100694444444444444444444444444444444444444444444444444444444645681757,-0.000977039803388702917626639001576738384012613406180249624837179642780262835386,-0.00000000165649240237228922787897883902355481069961605338721868531451158687058862937,0.00000000165811296978405699254512342459325481373372440730909856398616580777476363855,0.00000000000162056741176776466614458556970000303410835392187987867165422776617684825374,0.00000000000162056741176776466614458556970000303410835392187987867165422776617684825374,APPLIED,a32abeb4c9227de302419c3ec005ba65e21872a48068120af13cefefc26e43db
