sigma,u_max_all,u_mean_all,near0_pct,near1_pct,near4_pct,clamped_pct
0.0,1.1937236785888672,1.0095552206039429,0.80474853515625,99.19525146484375,0.0,0.0
0.1,1.3436343669891357,0.9990648031234741,1.274871826171875,98.72512817382812,0.0,0.0
0.5,18.0,0.16555960476398468,85.03494262695312,13.365478515625002,0.0,0.00152587890625
1.0,18.0,17.2061710357666,1.872711181640625,1.80328369140625,0.000762939453125,95.44845581054688
2.0,18.0,18.0,0.0,0.0,0.0,100.0
